,State,Type,Name,Office,Party,Status,Incumbent,Election_Status,Election
8345,Ohio,Unknown,Barbara Schneider Carter,Ohio Twelfth District Court of Appeals,Republican,On the BallotPrimary,N,On the Ballot,Primary
8346,Ohio,Unknown,Melena Siebert,Ohio Twelfth District Court of Appeals,Republican,On the BallotPrimary,N,On the Ballot,Primary
8347,Ohio,Local,Michael O'Malley,Cuyahoga County Prosecutor,Democratic,On the BallotGeneral,Y,On the Ballot,General
8348,Ohio,Local,Anthony Alto,Cuyahoga County Prosecutor,Republican,On the Ballot(Write-in)Primary,N,On the Ballot(Write-in)Primary,NA
8349,Ohio,Local,Matthew Ahn,Cuyahoga County Prosecutor,Democratic,LostPrimary,N,Lost,Primary
8350,Ohio,Local,Branden Meyer,Fairfield County Clerk of Courts,Republican,On the BallotGeneral,Y,On the Ballot,General
8351,Ohio,Local,Brian Varney,Fairfield County Coroner,Republican,On the BallotGeneral,Y,On the Ballot,General
8352,Ohio,Local,Jeremiah Upp,Fairfield County Engineer,Republican,On the BallotGeneral,Y,On the Ballot,General
8353,Ohio,Local,Kyle Witt,Fairfield County Prosecutor,Republican,On the BallotGeneral,Y,On the Ballot,General
8354,Ohio,Local,Lisa McKenzie,Fairfield County Recorder,Republican,On the BallotGeneral,Y,On the Ballot,General
8355,Ohio,Local,Alex Lape,Fairfield County Sheriff,Republican,On the BallotGeneral,Y,On the Ballot,General
8356,Ohio,Local,James Bahnsen,Fairfield County Treasurer,Republican,On the BallotGeneral,Y,On the Ballot,General
8357,Ohio,Local,Maryellen O'Shaughnessy,Franklin County Clerk of Courts,Democratic,On the BallotGeneral,Y,On the Ballot,General
8358,Ohio,Local,John O'Grady,Franklin County Commission,Democratic,On the BallotGeneral,Y,On the Ballot,General
8359,Ohio,Local,Kevin Boyce,Franklin County Commission,Democratic,On the BallotGeneral,Y,On the Ballot,General
8360,Ohio,Local,Nathaniel Overmire,Franklin County Coroner,Democratic,On the BallotGeneral,Y,On the Ballot,General
8361,Ohio,Local,Cornell Robertson,Franklin County Engineer,Republican,On the BallotGeneral,Y,On the Ballot,General
8362,Ohio,Local,Adam Fowler,Franklin County Engineer,Democratic,On the BallotGeneral,N,On the Ballot,General
8363,Ohio,Local,John Rutan,Franklin County Prosecutor,Republican,On the BallotGeneral,N,On the Ballot,General
8364,Ohio,Local,Shayla Favor,Franklin County Prosecutor,Democratic,On the BallotGeneral,N,On the Ballot,General
8365,Ohio,Local,Natalia Harris,Franklin County Prosecutor,Democratic,LostPrimary,N,Lost,Primary
8366,Ohio,Local,Anthony Pierson,Franklin County Prosecutor,Democratic,LostPrimary,N,Lost,Primary
8367,Ohio,Local,Danny O'Connor,Franklin County Recorder,Democratic,On the BallotGeneral,Y,On the Ballot,General
8368,Ohio,Local,Dallas Baldwin,Franklin County Sheriff,Democratic,On the BallotGeneral,Y,On the Ballot,General
8369,Ohio,Local,Cheryl Brooks Sullivan,Franklin County Treasurer,Democratic,On the BallotGeneral,Y,On the Ballot,General
8370,Ohio,Local,Pavan Parikh,Hamilton County Clerk of Courts,Democratic,On the BallotGeneral,Y,On the Ballot,General
8371,Ohio,Local,Mary Hill,Hamilton County Clerk of Courts,Republican,On the BallotGeneral,N,On the Ballot,General
8372,Ohio,Local,Denise Driehaus,Hamilton County Commission,Democratic,On the BallotGeneral,Y,On the Ballot,General
8373,Ohio,Local,Adam Koehler,Hamilton County Commission,Republican,On the BallotGeneral,N,On the Ballot,General
8374,Ohio,Local,Alicia Reece,Hamilton County Commission,Democratic,On the BallotGeneral,Y,On the Ballot,General
8375,Ohio,Local,Jonathan Pearson,Hamilton County Commission,Republican,On the BallotGeneral,N,On the Ballot,General
8376,Ohio,Local,Lakshmi Kode Sammarco,Hamilton County Coroner,Democratic,On the BallotGeneral,Y,On the Ballot,General
8377,Ohio,Local,Eric Beck,Hamilton County Engineer,Republican,On the BallotGeneral,Y,On the Ballot,General
8378,Ohio,Local,Melissa Powers,Hamilton County Prosecutor,Republican,On the BallotGeneral,Y,On the Ballot,General
8379,Ohio,Local,Connie Pillich,Hamilton County Prosecutor,Democratic,On the BallotGeneral,N,On the Ballot,General
8380,Ohio,Local,Scott Crowley,Hamilton County Recorder,Democratic,On the BallotGeneral,Y,On the Ballot,General
8381,Ohio,Local,David Heimbach,Hamilton County Recorder,Republican,On the BallotGeneral,N,On the Ballot,General
8382,Ohio,Local,Charmaine McGuffey,Hamilton County Sheriff,Democratic,On the BallotGeneral,Y,On the Ballot,General
8383,Ohio,Local,Jim Neil,Hamilton County Sheriff,Republican,On the BallotGeneral,N,On the Ballot,General
8384,Ohio,Local,Jill Schiller,Hamilton County Treasurer,Democratic,On the BallotGeneral,Y,On the Ballot,General
8385,Ohio,Local,Tom Brinkman Jr.,Hamilton County Treasurer,Republican,On the BallotGeneral,N,On the Ballot,General
8386,Ohio,Local,J. Bernie Quilter,Lucas County Clerk of Courts,Democratic,On the BallotGeneral,Y,On the Ballot,General
8387,Ohio,Local,Tom Blomquist,Lucas County Coroner,Democratic,On the BallotGeneral,N,On the Ballot,General
8388,Ohio,Local,Mike Pniewski,Lucas County Engineer,Democratic,On the BallotGeneral,Y,On the Ballot,General
8389,Ohio,Local,Julia Bates,Lucas County Prosecutor,Democratic,On the BallotGeneral,Y,On the Ballot,General
8390,Ohio,Local,Michael Ashford,Lucas County Recorder,Democratic,On the BallotGeneral,Y,On the Ballot,General
8391,Ohio,Local,Mike Navarre,Lucas County Sheriff,Democratic,On the BallotGeneral,Y,On the Ballot,General
8392,Ohio,Local,Lindsay Webb,Lucas County Treasurer,Democratic,On the BallotGeneral,Y,On the Ballot,General
8393,Ohio,Local,Dale Miller,Cuyahoga County Council District 2,Democratic,On the BallotGeneral,Y,On the Ballot,General
8394,Ohio,Local,Chris Breninghouse,Cuyahoga County Council District 2,Republican,On the Ballot(Write-in)Primary,N,On the Ballot(Write-in)Primary,NA
8395,Ohio,Local,Danielle Downs,Cuyahoga County Council District 4,Republican,On the BallotGeneral,N,On the Ballot,General
8396,Ohio,Local,Mark Casselberry,Cuyahoga County Council District 4,Democratic,On the BallotGeneral,N,On the Ballot,General
8397,Ohio,Local,Colleen Day,Cuyahoga County Council District 4,Democratic,LostPrimary,N,Lost,Primary
8398,Ohio,Local,Jack Schron,Cuyahoga County Council District 6,Republican,On the BallotGeneral,Y,On the Ballot,General
8399,Ohio,Local,Robert Schleper,Cuyahoga County Council District 6,Democratic,On the BallotGeneral,N,On the Ballot,General
8400,Ohio,Local,Pernel Jones Jr.,Cuyahoga County Council District 8,Democratic,On the BallotGeneral,Y,On the Ballot,General
8401,Ohio,Local,Mike Dudley Sr.,Cuyahoga County Council District 8,Democratic,LostPrimary,N,Lost,Primary
8402,Ohio,Local,Stacey White,Cuyahoga County Council District 10,Republican,On the Ballot(Write-in)Primary,N,On the Ballot(Write-in)Primary,NA
8403,Ohio,Local,Michael Houser,Cuyahoga County Council District 10,Democratic,On the BallotGeneral,N,On the Ballot,General
8404,Ohio,Local,Steve Davis,Fairfield County Commission,Republican,On the BallotGeneral,Y,On the Ballot,General
8405,Ohio,Local,David Levacy,Fairfield County Commission,Republican,On the BallotGeneral,Y,On the Ballot,General
8406,Ohio,Local,John Rozic,Lucas County Commission,Republican,On the BallotGeneral,N,On the Ballot,General
8407,Ohio,Local,Anita Lopez,Lucas County Commission,Democratic,On the BallotGeneral,N,On the Ballot,General
8408,Ohio,Local,Paula Hicks-Hudson,Lucas County Commission,Democratic,LostPrimary,N,Lost,Primary
8409,Ohio,Local,Knute Huber,Lucas County Commission,Democratic,Lost(Write-in)Primary,N,Lost(Write-in)Primary,NA
8410,Ohio,Local,Pete Gerken,Lucas County Commission,Democratic,On the BallotGeneral,Y,On the Ballot,General
8411,Ohio,Local,Tom Waniewski,Lucas County Commission,Republican,On the BallotGeneral,N,On the Ballot,General
8412,Ohio,Local,Timothy Clary,Cuyahoga County Court of Common Pleas General Division(Special election),Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8413,Ohio,Local,Kira Krivosh,Cuyahoga County Court of Common Pleas General Division(Special election),Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8414,Ohio,Local,Fallon McNally,Cuyahoga County Court of Common Pleas General Division(Special election),Democratic,LostPrimary,N,Lost,Primary
8415,Ohio,Local,Jennifer McTernan,Cuyahoga County Court of Common Pleas General Division(Special election),Democratic,LostPrimary,N,Lost,Primary
8416,Ohio,Local,Cassandra Collier-Williams,Cuyahoga County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8417,Ohio,Local,Jason Ralls,Cuyahoga County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8418,Ohio,Local,Joan Synenberg,Cuyahoga County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8419,Ohio,Local,Daryl Dennie,Cuyahoga County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8420,Ohio,Local,Amily Imbrogno,Cuyahoga County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8421,Ohio,Local,Joy Kennedy,Cuyahoga County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8422,Ohio,Local,Emily Hagan,Cuyahoga County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8423,Ohio,Local,Tim Hess,Cuyahoga County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8424,Ohio,Local,Mollie Murphy,Cuyahoga County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8425,Ohio,Local,Fallon Radigan,Cuyahoga County Court of Common Pleas General Division,Democratic,LostPrimary,N,Lost,Primary
8426,Ohio,Local,Ray Tarasuck,Cuyahoga County Court of Common Pleas General Division,Democratic,LostPrimary,N,Lost,Primary
8427,Ohio,Local,Lauren C. Moore,Cuyahoga County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8428,Ohio,Local,Carl Mazzone,Cuyahoga County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8429,Ohio,Local,Nancy Margaret Russo,Cuyahoga County Court of Common Pleas General Division,Democratic,LostPrimary,Y,Lost,Primary
8430,Ohio,Local,John P. O'Donnell,Cuyahoga County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8431,Ohio,Local,Timothy McCormick,Cuyahoga County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8432,Ohio,Local,John Spellacy,Cuyahoga County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8433,Ohio,Local,Ashley Kilbane,Cuyahoga County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8434,Ohio,Local,Kevin Kelley,Cuyahoga County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8435,Ohio,Local,Antonio Nicholson,Cuyahoga County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8436,Ohio,Local,Thomas F. O'Malley,Cuyahoga County Court of Common Pleas Juvenile Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8437,Ohio,Local,Alison Nelson Floyd,Cuyahoga County Court of Common Pleas Juvenile Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8438,Ohio,Local,Joseph O'Malley,Cuyahoga County Court of Common Pleas Juvenile Division,Democratic,LostPrimary,N,Lost,Primary
8439,Ohio,Local,Jennifer L. O'Malley,Cuyahoga County Court of Common Pleas Juvenile Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8440,Ohio,Local,Laura B. Smith,Fairfield County Court of Common Pleas Domestic Relations Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8441,Ohio,Local,Richard E. Berens,Fairfield County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8442,Ohio,Local,Monica Hawkins,Franklin County Court of Common Pleas Domestic Relations and Juvenile Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8443,Ohio,Local,Douglas Nobles,Franklin County Court of Common Pleas Domestic Relations and Juvenile Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8444,Ohio,Local,James W. Brown,Franklin County Court of Common Pleas Domestic Relations and Juvenile Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8445,Ohio,Local,Elizabeth Gill,Franklin County Court of Common Pleas Domestic Relations and Juvenile Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8446,Ohio,Local,Stephen L. McIntosh,Franklin County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8447,Ohio,Local,Richard Brown,Franklin County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8448,Ohio,Local,Stephanie Hanna,Franklin County Court of Common Pleas General Division,Democratic,LostPrimary,N,Lost,Primary
8449,Ohio,Local,Kim Brown,Franklin County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8450,Ohio,Local,Karen Phipps,Franklin County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8451,Ohio,Local,Jaiza Page,Franklin County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8452,Ohio,Local,Chris Lipps,Hamilton County Court of Common Pleas General Division2 seats,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8453,Ohio,Local,R. Bernard Mundy,Hamilton County Court of Common Pleas General Division2 seats,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8454,Ohio,Local,Virginia Tallent,Hamilton County Court of Common Pleas General Division2 seats,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8455,Ohio,Local,Robert C. Winkler,Hamilton County Court of Common Pleas General Division2 seats,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8456,Ohio,Local,Katie Casch,Hamilton County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8457,Ohio,Local,Steve Simon,Hamilton County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8458,Ohio,Local,Karen Connelly,Lucas County Court of Common Pleas Domestic Relations Division,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8459,Ohio,Local,Gary G. Cook,Lucas County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8460,Ohio,Local,Jaime Agnew,Lucas County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8461,Ohio,Local,Ken Walz,Lucas County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8462,Ohio,Local,Joe McNamara,Lucas County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8463,Ohio,Local,Stacy L. Cook,Lucas County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8464,Ohio,Local,Eric Allen Marks,Lucas County Court of Common Pleas General Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8465,Ohio,Local,Linda M. Knepp,Lucas County Court of Common Pleas Juvenile Division,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8466,Ohio,Local,Robert Jones Jr.,Lucas County Court of Common Pleas Juvenile Division(Special election),Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8467,Ohio,Local,Amy Stoner,Lucas County Court of Common Pleas Juvenile Division(Special election),Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8468,Oklahoma,Federal,Kevin Hern,U.S. House Oklahoma District 1,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
8469,Oklahoma,Federal,Dennis Baker,U.S. House Oklahoma District 1,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8470,Oklahoma,Federal,Sarah Gray,U.S. House Oklahoma District 1,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8471,Oklahoma,Federal,Mark Sanders,U.S. House Oklahoma District 1,Independent,Candidacy DeclaredGeneral,N,Candidacy Declared,General
8472,Oklahoma,Federal,Josh Brecheen,U.S. House Oklahoma District 2,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
8473,Oklahoma,Federal,Brandon Wade,U.S. House Oklahoma District 2,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8474,Oklahoma,Federal,Frank Lucas,U.S. House Oklahoma District 3,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
8475,Oklahoma,Federal,Robin Carder,U.S. House Oklahoma District 3,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8476,Oklahoma,Federal,Darren Hamilton,U.S. House Oklahoma District 3,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8477,Oklahoma,Federal,Connor Miller,U.S. House Oklahoma District 3,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8478,Oklahoma,Federal,Tom Cole,U.S. House Oklahoma District 4,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
8479,Oklahoma,Federal,Kody Macaulay,U.S. House Oklahoma District 4,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8480,Oklahoma,Federal,Austin Nieves,U.S. House Oklahoma District 4,Independent,Candidacy DeclaredGeneral,N,Candidacy Declared,General
8481,Oklahoma,Federal,Stephanie Bice,U.S. House Oklahoma District 5,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
8482,Oklahoma,Federal,Madison Horn,U.S. House Oklahoma District 5,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8483,Oklahoma,Unknown,Brian Bingman,Oklahoma Corporation Commissioner,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8484,Oklahoma,Unknown,Justin Hornback,Oklahoma Corporation Commissioner,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8485,Oklahoma,Unknown,Patrick Sampson,Oklahoma State Senate District 3,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8486,Oklahoma,Unknown,Regina Goodwin,Oklahoma State Senate District 11,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8487,Oklahoma,Unknown,Randy Grellner,Oklahoma State Senate District 21,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8488,Oklahoma,Unknown,Kurt Murray,Oklahoma State Senate District 21,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8489,Oklahoma,Unknown,Julie Daniels,Oklahoma State Senate District 29,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
8490,Oklahoma,Unknown,Jonathan Wilk,Oklahoma House of Representatives District 20,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8491,Oklahoma,Unknown,Kerri Keck,Oklahoma House of Representatives District 26,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8492,Oklahoma,Unknown,Carter Rogers,Oklahoma House of Representatives District 37,Independent,Candidacy DeclaredGeneral,N,Candidacy Declared,General
8493,Oklahoma,Unknown,Erick Harris,Oklahoma House of Representatives District 39(Special election),Republican,WonGeneral,N,Won,General
8494,Oklahoma,Unknown,Kristen Ferate,Oklahoma House of Representatives District 39(Special election),Republican,LostPrimary,N,Lost,Primary
8495,Oklahoma,Unknown,William Gaige Jr.,Oklahoma House of Representatives District 39(Special election),Republican,LostPrimary,N,Lost,Primary
8496,Oklahoma,Unknown,Tim Hale,Oklahoma House of Representatives District 39(Special election),Republican,LostPrimary,N,Lost,Primary
8497,Oklahoma,Unknown,Ronda Lee Peterson,Oklahoma House of Representatives District 39(Special election),Republican,LostPrimary,N,Lost,Primary
8498,Oklahoma,Unknown,Cris Price,Oklahoma House of Representatives District 39(Special election),Republican,LostPrimary,N,Lost,Primary
8499,Oklahoma,Unknown,Ross Vanhooser,Oklahoma House of Representatives District 39(Special election),Republican,LostPrimary,N,Lost,Primary
8500,Oklahoma,Unknown,Regan Raff,Oklahoma House of Representatives District 39(Special election),Democratic,LostGeneral,N,Lost,General
8501,Oklahoma,Unknown,Paul Timmons,Oklahoma House of Representatives District 39(Special election),Democratic,LostPrimary,N,Lost,Primary
8502,Oklahoma,Unknown,Richard Prawdzienski,Oklahoma House of Representatives District 39(Special election),Libertarian,LostGeneral,N,Lost,General
8503,Oklahoma,Unknown,Emily Gise,Oklahoma House of Representatives District 90,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8504,Oklahoma,Local,Julian Biggers,"Midwest City-Del City Schools school board, District 4",Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8505,Oklahoma,Local,Shelly Schultz,"Midwest City-Del City Schools school board, District 4",Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8506,Oklahoma,Local,Cary Pirrong,"Oklahoma City Public Schools school board, District 3",Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8507,Oklahoma,Local,Jessica Cifuentes,"Oklahoma City Public Schools school board, District 3",Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8508,Oklahoma,Local,Dana Meister,"Oklahoma City Public Schools school board, District 4",Nonpartisan,WonPrimary,N,Won,Primary
8509,Oklahoma,Local,Jay Albertson,"Oklahoma City Public Schools school board, District 4",Nonpartisan,LostPrimary,N,Lost,Primary
8510,Oklahoma,Local,Scotty Hernandez,"Oklahoma City Public Schools school board, District 4",Nonpartisan,LostPrimary,N,Lost,Primary
8511,Oklahoma,Local,Calvin Moniz,Tulsa Public Schools Board of Education District 2(Special election),Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8512,Oklahoma,Local,Kandee Washington,Tulsa Public Schools Board of Education District 2(Special election),Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8513,Oklahoma,Local,John T. Croisant,Tulsa Public Schools Board of Education District 5,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8514,Oklahoma,Local,Teresa Pena,Tulsa Public Schools Board of Education District 5,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8515,Oklahoma,Local,Maria Mercedes Seidler,Tulsa Public Schools Board of Education District 6,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8516,Oklahoma,Local,Sarah Smith,Tulsa Public Schools Board of Education District 6,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8517,Oklahoma,Local,Stacey Roemerman,Union Public Schools Board of Education Zone 4,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8518,Oklahoma,Local,Anthony Jones,Union Public Schools Board of Education Zone 4,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8519,Oklahoma,Local,Derrick Smith,Catoosa Public Schools school board Number 4,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8520,Oklahoma,Local,Ember Graziano,Catoosa Public Schools school board Number 4,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8521,Oklahoma,Local,Paul Elder,Deer Creek Public Schools school board Number 4,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8522,Oklahoma,Local,James Gibbs,Deer Creek Public Schools school board Number 4,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8523,Oklahoma,Local,Brent England,Owasso Public Schools Board of Education Ward 4,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8524,Oklahoma,Local,Brandon Shreffler,Owasso Public Schools Board of Education Ward 4,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8525,Oklahoma,Local,Teresa Lewis,Western Heights Public Schools school board Number 4,Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8526,Oklahoma,Local,LaCosta Herrion,Western Heights Public Schools school board Number 4,Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8527,Oklahoma,Local,Judd Blevins,"Enid City Council, Commissioner Ward 1(Special election)",Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
8528,Oklahoma,Local,Cheryl Patterson,"Enid City Council, Commissioner Ward 1(Special election)",Nonpartisan,On the BallotGeneral,N,On the Ballot,General
8529,Oregon,Federal,Suzanne Bonamici,U.S. House Oregon District 1,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8530,Oregon,Federal,Bob Todd,U.S. House Oregon District 1,Republican,On the BallotPrimary,N,On the Ballot,Primary
8531,Oregon,Federal,Jamil Ahmad,U.S. House Oregon District 1,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8532,Oregon,Federal,Courtney Casgraux,U.S. House Oregon District 1,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8533,Oregon,Federal,Cliff Bentz,U.S. House Oregon District 2,Republican,On the BallotPrimary,Y,On the Ballot,Primary
8534,Oregon,Federal,Jason Beebe,U.S. House Oregon District 2,Republican,On the BallotPrimary,N,On the Ballot,Primary
8535,Oregon,Federal,Steve Laible,U.S. House Oregon District 2,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8536,Oregon,Federal,Dan Ruby,U.S. House Oregon District 2,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8537,Oregon,Federal,Gary Dye,U.S. House Oregon District 3,Republican,On the BallotPrimary,N,On the Ballot,Primary
8538,Oregon,Federal,Joanna Harbour,U.S. House Oregon District 3,Republican,On the BallotPrimary,N,On the Ballot,Primary
8539,Oregon,Federal,Teresa Orwig,U.S. House Oregon District 3,Republican,On the BallotPrimary,N,On the Ballot,Primary
8540,Oregon,Federal,Ricky Barajas,U.S. House Oregon District 3,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8541,Oregon,Federal,Nolan Bylenga,U.S. House Oregon District 3,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8542,Oregon,Federal,Maxine Dexter,U.S. House Oregon District 3,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8543,Oregon,Federal,Susheela Jayapal,U.S. House Oregon District 3,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8544,Oregon,Federal,Michael Jonas,U.S. House Oregon District 3,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8545,Oregon,Federal,Eddy Morales,U.S. House Oregon District 3,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8546,Oregon,Federal,Rachel Rand,U.S. House Oregon District 3,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8547,Oregon,Federal,Jeremiah Campion,U.S. House Oregon District 3,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8548,Oregon,Federal,Theodore Gwynn,U.S. House Oregon District 3,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8549,Oregon,Federal,Val Hoyle,U.S. House Oregon District 4,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8550,Oregon,Federal,Monique DeSpain,U.S. House Oregon District 4,Republican,On the BallotPrimary,N,On the Ballot,Primary
8551,Oregon,Federal,Amy Ryan Courser,U.S. House Oregon District 4,Republican,On the BallotPrimary,N,On the Ballot,Primary
8552,Oregon,Federal,Raiph Huber,U.S. House Oregon District 4,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8553,Oregon,Federal,Ibrahim Taher,U.S. House Oregon District 4,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8554,Oregon,Federal,Lori Chavez-DeRemer,U.S. House Oregon District 5,Republican,On the BallotPrimary,Y,On the Ballot,Primary
8555,Oregon,Federal,Janelle Bynum,U.S. House Oregon District 5,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8556,Oregon,Federal,Jamie McLeod-Skinner,U.S. House Oregon District 5,Democratic,On the BallotPrimary,N,On the Ballot,Primary
